"level","position","tech_stack","experience","gender","company","company_size","work_type","city","currency","salary_for_other_currency","salary_for_tl_currency"
"Junior","Front-end Developer","JavaScript | Html | Css, React, Vue","1 - 3 Yıl","Kadın","Dijital / Reklam Ajansı","25 - 50 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"6.000 TL - 6.999 TL"
"Junior","Back-end Developer","Php","0 - 1 Yıl","Erkek","Startup","1 - 10 Kişi","Ofis","Kocaeli ","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
"Senior","Back-end Developer",".Net","5 - 7 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"18.000 TL - 18.999 TL"
"Senior","Team / Tech Lead","Php","5 - 7 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Remote","İzmir","₺ - Türk Lirası",,"11.000 TL - 11.999 TL"
"Middle","Back-end Developer",".Net, Progress","5 - 7 Yıl","Erkek","Kurumsal","10 - 25 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"11.000 TL - 11.999 TL"
"Middle","Game Developer",".Net, Unity","3 - 5 Yıl","Erkek","Oyun","10 - 25 Kişi","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","€ - Euro","1000 - 1.999",
"Junior","DevOps Engineer",".Net","1 - 3 Yıl","Erkek","Startup","25 - 50 Kişi","Pandemi Nedeniyle; Geçici Olarak Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"9.000 TL - 9.999 TL"
"Middle","Full Stack Developer","Java, Python, React, React Native","3 - 5 Yıl","Erkek","Startup","50 - 100 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"19.000 TL - 19.999 TL"
"Senior","Team / Tech Lead",".Net, Python","7 - 10 Yıl","Erkek","Startup","250+","Remote","İstanbul","₺ - Türk Lirası",,"28.000 TL - 28.999 TL"
"Middle","Full Stack Developer","Java, JavaScript | Html | Css, Angular","3 - 5 Yıl","Kadın","Outsource","10 - 25 Kişi","Remote","İstanbul","€ - Euro","1000 - 1.999",
"Middle","Front-end Developer","JavaScript | Html | Css, React, React Native","3 - 5 Yıl","Erkek","Startup","10 - 25 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"20.000 TL - 20.999 TL"
"Junior","Back-end Developer","Java","1 - 3 Yıl","Erkek","Kurumsal","250+","Ofis","İstanbul","₺ - Türk Lirası",,"8.000 TL - 8.999 TL"
"Middle","Back-end Developer","Java, .Net, Go","3 - 5 Yıl","Erkek","Startup","250+","Remote","İstanbul","₺ - Türk Lirası",,"30.000 TL - 30.999 TL"
"Senior","Full Stack Developer","Php, JavaScript | Html | Css","10 - 14 Yıl","Erkek","Startup","1 - 10 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"20.000 TL - 20.999 TL"
"Middle","Full Stack Developer",".Net","5 - 7 Yıl","Erkek","Kurumsal","250+","Ofis","Ankara","₺ - Türk Lirası",,"17.000 TL - 17.999 TL"
"Senior","Back-end Developer","Php","7 - 10 Yıl","Erkek","Startup","1 - 10 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"20.000 TL - 20.999 TL"
"Senior","Full Stack Developer","Php","7 - 10 Yıl","Erkek","Kurumsal","1 - 10 Kişi","Ofis","Eskisehir","₺ - Türk Lirası",,"12.000 TL - 12.999 TL"
"Junior","Front-end Developer","JavaScript | Html | Css, Vue","1 - 3 Yıl","Erkek","E-Ticaret","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
"Junior","Full Stack Developer","Java, React","0 - 1 Yıl","Erkek","Kurumsal","250+","Remote","Ankara","₺ - Türk Lirası",,"16.000 TL - 16.999 TL"
"Middle","Back-end Developer","Java","3 - 5 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"20.000 TL - 20.999 TL"
"Junior","Full Stack Developer",".Net, React","0 - 1 Yıl","Erkek","Startup","10 - 25 Kişi","Ofis","sakarya","₺ - Türk Lirası",,"6.000 TL - 6.999 TL"
"Middle","Game Developer",".Net, Kotlin, Unity","1 - 3 Yıl","Erkek","Oyun","25 - 50 Kişi","Ofis","İstanbul","₺ - Türk Lirası",,"23.000 TL - 23.999 TL"
"Senior","Data Engineer","Python","7 - 10 Yıl","Erkek","Startup","50 - 100 Kişi","Remote","İstanbul","$ - Dolar","10.000 ve üzeri",
"Junior","Full Stack Developer","Python, JavaScript | Html | Css","0 - 1 Yıl","Erkek","Startup","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"6.000 TL - 6.999 TL"
"Senior","Full Stack Developer","Python, JavaScript | Html | Css, React, Vue, Angular, React Native","3 - 5 Yıl","Erkek","Startup","25 - 50 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"18.000 TL - 18.999 TL"
"Middle","Full Stack Developer","JavaScript | Html | Css, Angular","3 - 5 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"19.000 TL - 19.999 TL"
"Senior","Back-end Developer",".Net","5 - 7 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"20.000 TL - 20.999 TL"
"Senior","Team / Tech Lead","Oracle Pl-Sql","10 - 14 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"29.000 TL - 29.999 TL"
"Middle","Full Stack Developer","Java","3 - 5 Yıl","Kadın","Fintech / Finans","25 - 50 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"14.000 TL - 14.999 TL"
"Middle","Mobile Application Developer","Kotlin","3 - 5 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası",,"21.000 TL - 21.999 TL"
"Junior","Mobile Application Developer","React Native","0 - 1 Yıl","Erkek","Startup","1 - 10 Kişi","Remote","Ankara","₺ - Türk Lirası",,"6.000 TL - 6.999 TL"
"Junior","DevOps Engineer","Go, Python","1 - 3 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"16.000 TL - 16.999 TL"
"Junior","QA / Test Automation Developer","Java, C / C++","0 - 1 Yıl","Erkek","Kurumsal","250+","Ofis","Ankara","₺ - Türk Lirası",,"15.000 TL - 15.999 TL"
"Junior","Front-end Developer","JavaScript | Html | Css, React, Vue","1 - 3 Yıl","Erkek","Outsource","10 - 25 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"8.000 TL - 8.999 TL"
"Middle","Team / Tech Lead","Php, JavaScript | Html | Css","1 - 3 Yıl","Erkek","Startup","10 - 25 Kişi","Remote","Antalya","$ - Dolar","10.000 ve üzeri",
"Middle","Mobile Application Developer","Swift / Objective C","3 - 5 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"24.000 TL - 24.999 TL"
"Middle","QA / Test Automation Developer","Java","1 - 3 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"12.000 TL - 12.999 TL"
"Senior","Back-end Developer","Php, Magento","5 - 7 Yıl","Erkek","E-Ticaret","25 - 50 Kişi","Ofis","İstanbul","₺ - Türk Lirası",,"19.000 TL - 19.999 TL"
"Senior","Back-end Developer","Java","7 - 10 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası",,"26.000 TL - 26.999 TL"
"Middle","Full Stack Developer","Php","7 - 10 Yıl","Erkek","Yazılım & Teknoloji","1 - 10 Kişi","Ofis","Bursa","₺ - Türk Lirası",,"5.000 TL - 5.999 TL"
"Middle","Back-end Developer",".Net, Python","3 - 5 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"30.000 TL - 30.999 TL"
"Middle","QA / Test Automation Developer",".Net, Python, C / C++","3 - 5 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"24.000 TL - 24.999 TL"
"Middle","Full Stack Developer",".Net, JavaScript | Html | Css","5 - 7 Yıl","Erkek","Startup","1 - 10 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
"Junior","Full Stack Developer","JavaScript | Html | Css, React","1 - 3 Yıl","Erkek","Startup","10 - 25 Kişi","Hibrit (Ofis + Remote)","İzmir","₺ - Türk Lirası",,"14.000 TL - 14.999 TL"
"Middle","Mobile Application Developer","Swift / Objective C","1 - 3 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"27.000 TL - 27.999 TL"
"Senior","Back-end Developer",".Net","7 - 10 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"20.000 TL - 20.999 TL"
"Junior","Front-end Developer","JavaScript | Html | Css","1 - 3 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası",,"10.000 TL - 10.999 TL"
"Middle","Back-end Developer","Java, .Net","3 - 5 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","Kocaeli ","₺ - Türk Lirası",,"16.000 TL - 16.999 TL"
"Middle","Front-end Developer","Python, JavaScript | Html | Css, Vue","1 - 3 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"15.000 TL - 15.999 TL"
"Middle","Database Administrator","Postgresql","3 - 5 Yıl","Erkek","Startup","50 - 100 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"15.000 TL - 15.999 TL"
"Junior","Front-end Developer","Python, JavaScript | Html | Css, React","0 - 1 Yıl","Erkek","Startup","10 - 25 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"9.000 TL - 9.999 TL"
"Middle","Front-end Developer","JavaScript | Html | Css","5 - 7 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Ofis","Yurt Dışı","£ - Sterlin","3.000 - 3.999",
"Junior","DevOps Engineer",".Net, Python","1 - 3 Yıl","Erkek","Startup","50 - 100 Kişi","Remote","Yurt Dışı","$ - Dolar","1000 - 1.999",
"Middle","Front-end Developer","JavaScript | Html | Css, React","1 - 3 Yıl","Erkek","Startup","10 - 25 Kişi","Ofis","Ankara","₺ - Türk Lirası",,"8.000 TL - 8.999 TL"
"Senior","Team / Tech Lead",".Net","1 - 3 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"15.000 TL - 15.999 TL"
"Junior","Data Scientist","Python","1 - 3 Yıl","Erkek","Startup","10 - 25 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"9.000 TL - 9.999 TL"
"Middle","Full Stack Developer",".Net, React, React Native","1 - 3 Yıl","Erkek","Startup","10 - 25 Kişi","Ofis","İstanbul","₺ - Türk Lirası",,"17.000 TL - 17.999 TL"
"Senior","Front-end Developer","Php, Go, JavaScript | Html | Css, React, React Native","15 Yıl ve üzeri","Erkek","Startup","1 - 10 Kişi","Hibrit (Ofis + Remote)","Kocaeli","₺ - Türk Lirası",,"22.000 TL - 22.999 TL"
"Middle","Full Stack Developer","Php, JavaScript | Html | Css, Vue","3 - 5 Yıl","Erkek","Dijital / Reklam Ajansı","1 - 10 Kişi","Ofis","Eskişehir","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
"Senior","Team / Tech Lead","Java, React","7 - 10 Yıl","Erkek","Startup","10 - 25 Kişi","Hibrit (Ofis + Remote)","Ankara","$ - Dolar","3.000 - 3.999",
"Senior","Software Architect","Java, Python, JavaScript | Html | Css","10 - 14 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"29.000 TL - 29.999 TL"
"Senior","Software Development Manager",".Net, React","15 Yıl ve üzeri","Erkek","Kurumsal","100 - 250 Kişi","Remote","Antalya","₺ - Türk Lirası",,"34.000 TL - 34.999 TL"
"Senior","Full Stack Developer","Java, JavaScript | Html | Css, React, Vue","10 - 14 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"34.000 TL - 34.999 TL"
"Senior","Back-end Developer","Php","5 - 7 Yıl","Erkek","Outsource","10 - 25 Kişi","Remote","Yurt Dışı","$ - Dolar","1000 - 1.999",
"Senior","Back-end Developer","Go","3 - 5 Yıl","Erkek","Kurumsal","250+","Remote","Yurt Dışı","€ - Euro","3.000 - 3.999",
"Senior","Full Stack Developer",".Net, JavaScript | Html | Css, React Native","5 - 7 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"14.000 TL - 14.999 TL"
"Junior","Front-end Developer","JavaScript | Html | Css, React","0 - 1 Yıl","Erkek","Outsource","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"8.000 TL - 8.999 TL"
"Junior","QA / Test Automation Developer",".Net, React","0 - 1 Yıl","Kadın","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"9.000 TL - 9.999 TL"
"Middle","Software Development Manager","JavaScript | Html | Css, React, Vue, Angular","10 - 14 Yıl","Kadın","Startup","100 - 250 Kişi","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"41.000 TL - 41.999 TL"
"Middle","Full Stack Developer",".Net, Php, JavaScript | Html | Css, Blazor","3 - 5 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Pandemi Nedeniyle; Geçici Olarak Hibrit (Ofis + Remote)","İzmir","₺ - Türk Lirası",,"11.000 TL - 11.999 TL"
"Senior","Mobile Application Developer","Swift / Objective C","5 - 7 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"34.000 TL - 34.999 TL"
"Junior","DevOps Engineer","Jenkins, azure devops, GCP, AWS, Azure","0 - 1 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"8.000 TL - 8.999 TL"
"Junior","Team / Tech Lead","Python, JavaScript | Html | Css","1 - 3 Yıl","Erkek","Startup","10 - 25 Kişi","Ofis","Ankara","₺ - Türk Lirası",,"10.000 TL - 10.999 TL"
"Middle","Full Stack Developer",".Net","3 - 5 Yıl","Kadın","Kurumsal","50 - 100 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"17.000 TL - 17.999 TL"
"Junior","Game Developer","Unity","0 - 1 Yıl","Erkek","Startup","1 - 10 Kişi","Hibrit (Ofis + Remote)","Samsun","₺ - Türk Lirası",,"5.000 TL - 5.999 TL"
"Senior","Team / Tech Lead","Java","3 - 5 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"24.000 TL - 24.999 TL"
"Junior","Mobile Application Developer","Kotlin","0 - 1 Yıl","Erkek","Outsource","250+","Remote","İstanbul","₺ - Türk Lirası",,"6.000 TL - 6.999 TL"
"Middle","Back-end Developer",".Net","3 - 5 Yıl","Erkek","Kurumsal","1 - 10 Kişi","Ofis","İzmir","₺ - Türk Lirası",,"8.000 TL - 8.999 TL"
"Middle","Full Stack Developer","Java, JavaScript | Html | Css, Angular","3 - 5 Yıl","Erkek","Startup","10 - 25 Kişi","Remote","Ankara","$ - Dolar","1000 - 1.999",
"Senior","Back-end Developer",".Net","5 - 7 Yıl","Erkek","Startup","1 - 10 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"17.000 TL - 17.999 TL"
"Junior","SAP/ABAP/ERP Developer","SAP ABAP FIORI","0 - 1 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Pandemi Nedeniyle; Geçici Olarak Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"6.000 TL - 6.999 TL"
"Senior","Team / Tech Lead",".Net, Data Management","15 Yıl ve üzeri","Erkek","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"24.000 TL - 24.999 TL"
"Middle","DevOps Engineer","Java, Unity","3 - 5 Yıl","Erkek","Oyun","100 - 250 Kişi","Ofis","İstanbul","₺ - Türk Lirası",,"25.000 TL - 25.999 TL"
"Junior","Front-end Developer","JavaScript | Html | Css, React, Angular","1 - 3 Yıl","Erkek","Outsource","25 - 50 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
"Senior","DevOps Engineer","Go, C / C++, JavaScript | Html | Css","7 - 10 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"21.000 TL - 21.999 TL"
"Senior","Software Development Manager",".Net","15 Yıl ve üzeri","Erkek","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"22.000 TL - 22.999 TL"
"Senior","Full Stack Developer",".Net, JavaScript | Html | Css, React, Angular, React Native","7 - 10 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"18.000 TL - 18.999 TL"
"Middle","Full Stack Developer","React, React Native, Node","3 - 5 Yıl","Erkek","Outsource","25 - 50 Kişi","Remote","Adıyaman","$ - Dolar","2.000 - 2.999",
"Middle","Full Stack Developer",".Net, JavaScript | Html | Css, Angular","3 - 5 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Ofis","İstanbul","₺ - Türk Lirası",,"14.000 TL - 14.999 TL"
"Senior","Full Stack Developer",".Net, JavaScript | Html | Css, Vue, Angular","10 - 14 Yıl","Erkek","Kurumsal","25 - 50 Kişi","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"20.000 TL - 20.999 TL"
"Middle","Full Stack Developer","Go, JavaScript | Html | Css, React","1 - 3 Yıl","Erkek","Outsource","10 - 25 Kişi","Remote","Ankara","₺ - Türk Lirası",,"19.000 TL - 19.999 TL"
"Junior","Back-end Developer","Java","0 - 1 Yıl","Erkek","Outsource","1 - 10 Kişi","Ofis","Antalya","₺ - Türk Lirası",,"9.000 TL - 9.999 TL"
"Middle","Back-end Developer","Php","1 - 3 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Remote","İzmir","₺ - Türk Lirası",,"6.000 TL - 6.999 TL"
"Junior","Mobile Application Developer","Flutter","1 - 3 Yıl","Erkek","Dijital / Reklam Ajansı","10 - 25 Kişi","Ofis","Ankara","₺ - Türk Lirası",,"6.000 TL - 6.999 TL"
"Middle","Full Stack Developer","Php, JavaScript | Html | Css, React, Vue","0 - 1 Yıl","Erkek","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"10.000 TL - 10.999 TL"
"Junior","QA / Test Automation Developer","Java, Python, Selenium","0 - 1 Yıl","Erkek","Outsource","25 - 50 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"6.000 TL - 6.999 TL"
"Junior","Mobile Application Developer","Flutter","3 - 5 Yıl","Erkek","Dijital / Reklam Ajansı","10 - 25 Kişi","Ofis","Ankara","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
"Senior","Team / Tech Lead","Java","10 - 14 Yıl","Kadın","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"14.000 TL - 14.999 TL"
"Senior","Front-end Developer","JavaScript | Html | Css","15 Yıl ve üzeri","Erkek","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Remote","İzmir","₺ - Türk Lirası",,"16.000 TL - 16.999 TL"
"Junior","Mobile Application Developer","Flutter","1 - 3 Yıl","Erkek","Outsource","1 - 10 Kişi","Remote","Yurt Dışı","₺ - Türk Lirası",,"5.000 TL - 5.999 TL"
"Middle","Back-end Developer","Php, Go","5 - 7 Yıl","Erkek","Startup","100 - 250 Kişi","Remote","Yurt Dışı","$ - Dolar","2.000 - 2.999",
"Middle","Front-end Developer","Angular","1 - 3 Yıl","Kadın","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"17.000 TL - 17.999 TL"
"Junior","Back-end Developer","Java","1 - 3 Yıl","Erkek","Kurumsal","10 - 25 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"10.000 TL - 10.999 TL"
"Middle","Front-end Developer","JavaScript | Html | Css, React","1 - 3 Yıl","Erkek","Startup","1 - 10 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"13.000 TL - 13.999 TL"
"Middle","Back-end Developer","Php","3 - 5 Yıl","Erkek","Kobi","10 - 25 Kişi","Ofis","Ankara","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
"Senior","CTO",".Net, JavaScript | Html | Css, React, Vue, Angular, React Native","15 Yıl ve üzeri","Erkek","Dijital / Reklam Ajansı","25 - 50 Kişi","Remote","İzmir","₺ - Türk Lirası",,"37.000 TL - 37.999 TL"
"Senior","Full Stack Developer",".Net, Vue","7 - 10 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"25.000 TL - 25.999 TL"
"Middle","Team / Tech Lead","Python, C / C++","1 - 3 Yıl","Erkek","Startup","25 - 50 Kişi","Remote","İzmir","₺ - Türk Lirası",,"19.000 TL - 19.999 TL"
"Junior","Team / Tech Lead","Python, C / C++, Unity","0 - 1 Yıl","Erkek","Startup","10 - 25 Kişi","Remote","Yurt Dışı","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
"Junior","Full Stack Developer","Python","1 - 3 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"13.000 TL - 13.999 TL"
"Middle","Mobile Application Developer","Java, Kotlin","3 - 5 Yıl","Erkek","Outsource","50 - 100 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"14.000 TL - 14.999 TL"
"Senior","Team / Tech Lead","Php, JavaScript | Html | Css, React, Vue, Angular, React Native","15 Yıl ve üzeri","Erkek","Dijital / Reklam Ajansı","25 - 50 Kişi","Remote","İzmir","₺ - Türk Lirası",,"50.000 TL ve üzeri"
"Senior","CTO","Java","15 Yıl ve üzeri","Erkek","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Hibrit (Ofis + Remote)","İstanbul","$ - Dolar","10.000 ve üzeri",
"Middle","Front-end Developer","JavaScript | Html | Css, React, Vue","5 - 7 Yıl","Erkek","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"11.000 TL - 11.999 TL"
"Middle","Back-end Developer",".Net, Node","3 - 5 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"18.000 TL - 18.999 TL"
"Junior","Back-end Developer","Python","1 - 3 Yıl","Erkek","Outsource","10 - 25 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"11.000 TL - 11.999 TL"
"Middle","Back-end Developer",".Net, Python, Angular","1 - 3 Yıl","Erkek","Kurumsal","10 - 25 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"12.000 TL - 12.999 TL"
"Junior","Front-end Developer","JavaScript | Html | Css, Wordpress Theme Development","0 - 1 Yıl","Erkek","Dijital / Reklam Ajansı","10 - 25 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"8.000 TL - 8.999 TL"
"Senior","Team / Tech Lead","Java","7 - 10 Yıl","Erkek","Outsource","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"38.000 TL - 38.999 TL"
"Middle","Front-end Developer","JavaScript | Html | Css, Vue, React Native, Svelte","3 - 5 Yıl","Erkek","Dijital / Reklam Ajansı","1 - 10 Kişi","Hibrit (Ofis + Remote)","Sakarya","₺ - Türk Lirası",,"13.000 TL - 13.999 TL"
